"user","leave_type","created_at","booking_unit","total","working","deducted","actioner","start_time","end_time","actioned_at","status","reason","decline_reason"
"1a0a1ea0165fdee3ce495fcb38c71c7e","Personal day",2016-09-20,"Days",0.5,0.5,0,"Åsa Nyström",2016-09-26,2016-09-26,2016-09-20,"Authorised","This one is for real this time. ;) -- Megan will be gone over the weekend and I'll be hanging with Simon. Planning to still make my syncs, just will need to be offline a bit through out the morning before lunch",""
"43943f3700666e99b0dd5e4e206823d9","Holiday",2016-09-21,"Days",1,1,0,"Åsa Nyström",2016-09-26,2016-09-27,2016-09-21,"Authorised","Displaced Labor Day :)",""
"f3c3c93642fb22495e31cbeb2386aa3d","Family leave",2016-09-19,"Days",3,3,0,"Kevan Lee",2016-09-28,2016-10-01,2016-09-19,"Authorised","Volunteering and attending One Young World conference in Ottawa",""
"447138f970c8e5c7d9b0fd4acebfe432","Vacation",2016-09-22,"Days",2,2,0,"Åsa Nyström",2016-09-29,2016-10-01,2016-09-22,"Authorised","Visiting Alan's family up North for this birthday",""
"4e2a091fa21b02dbc83223e64198e724","Personal day",2016-09-16,"Days",1,1,0,"Kevan Lee",2016-09-30,2016-10-01,2016-09-16,"Authorised","Traveling from Vancouver >> CA",""
"b861ff1d40ac5222cb3c9326f435f74d","Vacation",2016-09-21,"Days",1,1,0,"Mike San Roman",2016-09-30,2016-10-01,2016-09-21,"Authorised","",""
"036bfcc26928e4bd099ff3347164933a","Vacation",2016-09-15,"Days",1,1,0,"Patrik Ward",2016-09-30,2016-10-01,2016-09-15,"Authorised","Traveling for a wedding! :)",""
"f53d84afd4d587e789fe38fbf504a4c4","Vacation",2016-09-15,"Days",0.5,0.5,0,"Sunil Sadasivan",2016-09-30,2016-10-01,2016-09-16,"Authorised","Bachelors",""
"c440b7b1219e651c2e9fee9ae4ea5ae1","Vacation",2016-09-26,"Days",1,1,0,"Steven Cheng",2016-10-03,2016-10-04,2016-09-26,"Authorised","I'll be working from San Sebastian during the week and I'd love to take the first day off to settle in a little bit if that's ok :)",""
"f784adcca7a2b1034b221439f3cc3cb7","Vacation",2016-09-21,"Days",8,6,0,"Niel de la Rouviere",2016-10-03,2016-10-11,2016-09-21,"Authorised","Traveling to South Africa for Niel & Saffron's wedding! :)",""
"2ac2dba658c5717b534d924411f82a44","Vacation",2016-09-15,"Days",5,5,0,"Sunil Sadasivan",2016-10-03,2016-10-08,2016-09-16,"Authorised","Vacation in Montana",""
"fdb6285d6abb81570d93513fcbebfd41","Holiday",2016-09-27,"Days",1,1,0,"Tyler Wanlass",2016-10-03,2016-10-04,2016-09-27,"Authorised","Boqueron battle commemoration day: https://en.wikipedia.org/wiki/Battle_of_Boquer%C3%B3n_(1932)",""
"29e99ba245bcd3e96ef37cecaba767fb","Holiday",2016-09-15,"Days",1,1,0,"Kevan Lee",2016-10-03,2016-10-04,2016-09-15,"Authorised","This is Rosh Hashana, one of the most important Jewish holidays of the year (the Jewish New Year).  Sort of equivalent to Christmas :)",""
"05b221cd8dd22a166ed10e22c9b0906a","Vacation",2016-09-20,"Days",5,5,0,"Tom Redman",2016-10-03,2016-10-08,2016-09-20,"Authorised","Exploring Cordoba (Argentina)",""
"179959cd41687d05c64dc9e3eb7c7c03","Vacation",2016-09-23,"Days",5,5,0,"Ross Parmly",2016-10-03,2016-10-08,2016-10-03,"Authorised","Moving back to Vancouver!",""
"29e99ba245bcd3e96ef37cecaba767fb","Holiday",2016-09-15,"Days",1,1,0,"Kevan Lee",2016-10-04,2016-10-05,2016-09-15,"Authorised","I was called for Jury Duty this day! I will plan to call in the night before to see if I'm excused from going in (this happened last time I was called!) so I'll cross my fingers for that :)",""
"1a0a1ea0165fdee3ce495fcb38c71c7e","Vacation",2016-09-20,"Days",0.5,0.5,0,"Åsa Nyström",2016-10-05,2016-10-05,2016-09-20,"Authorised","We chatted about this being a travel day -- Plan to still be around and online after lunch.",""
"29e99ba245bcd3e96ef37cecaba767fb","Holiday",2016-10-04,"Days",3,3,0,"Kevan Lee",2016-10-05,2016-10-08,2016-10-04,"Authorised","Juror in a trial! ",""
"f53d84afd4d587e789fe38fbf504a4c4","Vacation",2016-09-15,"Days",3,3,0,"Sunil Sadasivan",2016-10-05,2016-10-08,2016-09-16,"Authorised","Wedding Prep",""
"d6bfab9d706048810942c077e605f0c2","Vacation",2016-09-16,"Days",3,3,0,"Leo Widrich",2016-10-05,2016-10-08,2016-09-29,"Authorised","Bachelorette in Bali",""
"fc5da2b0acf6e5c98207396e9edaae8d","Personal day",2016-09-29,"Days",1,1,0,"Steven Cheng",2016-10-05,2016-10-06,2016-09-29,"Authorised","Pending home stuff like giving car in for service and garden clean up. ",""
"47fcea40b79942741413a84dd0627c3c","Family leave",2016-09-29,"Days",2,2,0,"Niel de la Rouviere",2016-10-06,2016-10-08,2016-09-30,"Authorised","JSConf Colombia + PataConf",""
"e67bf2b5ad9a9865295e6fcdcb9455a1","Personal day",2016-10-04,"Days",1,1,0,"Tom Redman",2016-10-06,2016-10-07,2016-10-04,"Authorised","Birthday! Celebrating with my wife :)",""
"fc5da2b0acf6e5c98207396e9edaae8d","Sick leave",2016-09-29,"Hours",2.5,2,0,"Steven Cheng",2016-10-06,2016-10-06,2016-09-29,"Authorised","Baby's hospital visit + vaccine (probably)",""
"4e2a091fa21b02dbc83223e64198e724","Vacation",2016-09-16,"Days",1,1,0,"Kevan Lee",2016-10-07,2016-10-08,2016-09-16,"Authorised","Celebrating Katie's Birthday :-)",""
"f02928342b7c901f5046d15e9b7d60c6","Vacation",2016-09-15,"Days",1,1,0,"Michael Erasmus",2016-10-07,2016-10-08,2016-09-15,"Authorised","Attending PyConES 2016",""
"0799c8f72fc565ccc91f4a7910e0c114","Personal day",2016-10-06,"Days",1,1,0,"Michael Erasmus",2016-10-07,2016-10-08,2016-10-06,"Authorised","Moving",""
"dd595960cbb1572979e783aeae31b589","Holiday",2016-10-06,"Days",1,1,0,"Patrik Ward",2016-10-10,2016-10-11,2016-10-06,"Authorised","Thanksgiving day (Canada)",""
"3a5e2d7d20f266dee1f3a2f5b84874b4","Holiday",2016-09-27,"Days",1,1,0,"Leo Widrich",2016-10-10,2016-10-11,2016-09-29,"Authorised","Friends visiting from France ",""
"036bfcc26928e4bd099ff3347164933a","Vacation",2016-09-15,"Days",5,5,0,"Patrik Ward",2016-10-10,2016-10-15,2016-09-15,"Authorised","Re-enacting Into The Wild except not eating the berries at the end",""
"1a0a1ea0165fdee3ce495fcb38c71c7e","Vacation",2016-09-20,"Days",5,5,0,"Åsa Nyström",2016-10-10,2016-10-15,2016-09-20,"Authorised","Vacation trip to FL with Family. ",""
"43943f3700666e99b0dd5e4e206823d9","Holiday",2016-09-30,"Days",1,1,0,"Åsa Nyström",2016-10-10,2016-10-11,2016-10-03,"Authorised","Columbus Day - Julia and I are each working a partial day",""
"bab12f40767fd89210755b943bc143e5","Vacation",2016-09-16,"Days",9,7,0,"Niel de la Rouviere",2016-10-10,2016-10-19,2016-09-16,"Authorised","I shared this one month ago in discourse but though it feels good to add it in here too. I will be exploring Kyoto with my family and finishing my right arm tattoo 😄. More info in https://discourse.buffer.com/t/federico-october-10-14-and-17-18-off-in-japan/3045 Thanks!",""
"f53d84afd4d587e789fe38fbf504a4c4","Vacation",2016-09-15,"Days",13,10,0,"Sunil Sadasivan",2016-10-10,2016-10-23,2016-09-16,"Authorised","Honeymoon",""
"aaa56540afe3fd18c49c4097ef81041f","Holiday",2016-10-04,"Days",1,1,0,"Rodolphe Dutel",2016-10-10,2016-10-11,2016-10-05,"Authorised","Columbus Day - Bank Holiday :)",""
"16c6bc0778f42d8564f7bf33e145967e","Holiday",2016-10-07,"Days",1,1,0,"Leo Widrich",2016-10-10,2016-10-11,2016-10-10,"Authorised","",""
"32f6c2a1ab98d7699199b3385664862d","Holiday",2016-09-26,"Days",1,1,0,"Leo Widrich",2016-10-10,2016-10-11,2016-09-29,"Authorised","Canadian Thanksgiving!",""
"efdf6d7453066c1017bb62d08441c5ac","Holiday",2016-10-03,"Days",1,1,0,"Katie Womersley",2016-10-10,2016-10-11,2016-10-03,"Authorised","Thanksgiving Day (Canada)",""
"052c0331eab1a136aeb661ab86eb0937","Vacation",2016-09-15,"Days",5,5,0,"Tyler Wanlass",2016-10-10,2016-10-15,2016-09-16,"Authorised","Babymoon! Taking a trip to Vancouver/Victoria BC before the baby comes",""
"f3c3c93642fb22495e31cbeb2386aa3d","Holiday",2016-09-19,"Days",1,1,0,"Kevan Lee",2016-10-10,2016-10-11,2016-09-19,"Authorised","Thanksgiving in Canada",""
"701d40d3979bda271f55ee8668fed9f0","Holiday",2016-10-03,"Days",1,1,0,"Kevan Lee",2016-10-10,2016-10-11,2016-10-03,"Authorised","",""
"1fb4d90b83306811646f048eece572a0","Family leave",2016-10-05,"Days",1,1,0,"Rodolphe Dutel",2016-10-11,2016-10-12,2016-10-05,"Authorised","Speaking at RMS Touch HR conference (will be on and off throughout the day)",""
"29e99ba245bcd3e96ef37cecaba767fb","Holiday",2016-09-15,"Days",1,1,0,"Kevan Lee",2016-10-12,2016-10-13,2016-09-15,"Authorised","This is Yom Kippur, the other very important Jewish holiday during the year. I mentioned this in Discourse, but wanted to mention it here as well :)",""
"f02928342b7c901f5046d15e9b7d60c6","Holiday",2016-09-26,"Days",1,1,0,"Michael Erasmus",2016-10-12,2016-10-13,2016-10-04,"Authorised","Would love to take this off this day (Hispanic Day) if that sounds good  :)",""
"ed4024792bf94b8e1d9277906855d82e","Personal day",2016-10-07,"Days",2,2,0,"Leo Widrich",2016-10-13,2016-10-15,2016-10-10,"Authorised","Would like to take a couple days off to help my parents with some stuff and get caught up on life errands :)",""
"89ffbe3e8828f2c073c536f63d828ef4","Vacation",2016-09-13,"Days",1.5,1.5,1.5,"Courtney Seiter",2016-10-13,2016-10-15,2016-09-13,"Authorised","Sister's Wedding! SQUEE!",""
"808c843d9e6ed8ef5300987608d854d1","Family leave",2016-09-15,"Days",1,1,0,"Kevan Lee",2016-10-14,2016-10-15,2016-09-15,"Authorised","Speaking at Digital E-Commerce (Copyblogger) in Denver",""
"ededb2f842258f5ce3a808d11517ed4e","Vacation",2016-09-15,"Days",12,8,0,"Åsa Nyström",2016-10-14,2016-10-26,2016-09-16,"Authorised","Family vacation - Cruising :D",""
"efdf6d7453066c1017bb62d08441c5ac","Vacation",2016-10-03,"Days",5.5,3.5,0,"Katie Womersley",2016-10-14,2016-10-19,2016-10-03,"Authorised","My Dad is coming into town from Montreal! :) Sorry for not booking a bit sooner, his dates were shifting around a bit. ",""
"447138f970c8e5c7d9b0fd4acebfe432","Vacation",2016-09-22,"Days",2,2,0,"Åsa Nyström",2016-10-17,2016-10-19,2016-09-22,"Authorised","Vacation time in NYC",""
"d8e10ed2c067f740833470f48d852958","Vacation",2016-09-30,"Days",5,5,0,"Todd Balsley",2016-10-17,2016-10-22,2016-09-30,"Authorised","",""
"3a5e2d7d20f266dee1f3a2f5b84874b4","Vacation",2016-09-27,"Days",8,6,0,"Leo Widrich",2016-10-17,2016-10-25,2016-09-29,"Authorised","Would love to have some time off with Amélie somewhere in Ireland :D",""
"89ffbe3e8828f2c073c536f63d828ef4","Vacation",2016-10-03,"Days",1,1,0,"Courtney Seiter",2016-10-17,2016-10-18,2016-10-03,"Authorised","Sister's wedding aftermath! :D Thinking of staying in Seattle one more day. :)",""
"824115817fdd2011e89a9e3b5992da84","Family leave",2016-10-09,"Days",2,2,0,"Michael Erasmus",2016-10-18,2016-10-20,2016-10-10,"Authorised","Looker conference in NYC",""
"32f6c2a1ab98d7699199b3385664862d","Vacation",2016-09-26,"Days",2,2,0,"Leo Widrich",2016-10-20,2016-10-22,2016-09-29,"Authorised","Friend's wedding",""
"1fb4d90b83306811646f048eece572a0","Vacation",2016-09-23,"Days",11,7,0,"Rodolphe Dutel",2016-10-21,2016-11-01,2016-09-27,"Authorised","Deb in Cuba :)",""
"447138f970c8e5c7d9b0fd4acebfe432","Vacation",2016-09-22,"Days",4,2,0,"Åsa Nyström",2016-10-21,2016-10-25,2016-09-22,"Authorised","Vacation time in Boston",""
"5ecac2f3d7e632e351852349b4863dac","Vacation",2016-10-14,"Days",8,5,0,"Katie Womersley",2016-10-23,2016-10-31,2016-10-14,"Authorised","Visiting Cuba :)",""
"16c6bc0778f42d8564f7bf33e145967e","Vacation",2016-09-18,"Days",5,5,0,"Leo Widrich",2016-10-24,2016-10-29,2016-09-29,"Authorised","Excited to share some early plans for a cruise with Jonathan at the end of next month. Added a few more details in this Discourse before we switched to Timetastic :) https://discourse.buffer.com/t/patrik-western-caribbean-cruise-october-21-30/3166",""
"fc5da2b0acf6e5c98207396e9edaae8d","Vacation",2016-09-29,"Days",1,1,0,"Steven Cheng",2016-10-24,2016-10-25,2016-09-29,"Authorised","",""
"2ac2dba658c5717b534d924411f82a44","Conference",2016-10-20,"Days",1,1,0,"Dan Farrelly",2016-10-26,2016-10-27,2016-10-20,"Authorised","Datadog Summit - All day conference in NYC (w/ Tigran)",""
"02e04ab165078b7cd714a9f8c8b2b5c3","Family leave",2016-09-15,"Days",2,2,0,"Courtney Seiter",2016-10-26,2016-10-28,2016-09-15,"Authorised","",""
"bab12f40767fd89210755b943bc143e5","Vacation",2016-09-26,"Days",3,3,0,"Niel de la Rouviere",2016-10-26,2016-10-29,2016-09-26,"Authorised","Off Exploring Nikko and Tokyo",""
"a7ea20db92ff37bdc2f29e4a4faf51e7","Conference",2016-10-20,"Hours",9.5,8,0,"Tigran Hakobyan",2016-10-26,2016-10-26,2016-10-20,"Authorised","Dan and I have this on our calender for a month now and super excited to attend this summit to learn more about Datadog and how we can utilize it as much as possible!",""
"05fab54edebdacd45bb5783f8e6f1ffa","Family leave",2016-09-27,"Days",2,2,0,"Tom Redman",2016-10-27,2016-10-29,2016-09-27,"Authorised","Droidcon Loncon",""
"1a0a1ea0165fdee3ce495fcb38c71c7e","Conference",2016-10-24,"Days",0.5,0.5,0,"Todd Balsley",2016-10-28,2016-10-28,2016-10-24,"Authorised","Would love to catch Caro's chat at Creative Mornings here in Louisville. I used to volunteer at these events and expect I should be able to get online by around 10am should be over by that time.",""
"d6bfab9d706048810942c077e605f0c2","Vacation",2016-10-14,"Days",1,1,0,"Courtney Seiter",2016-10-28,2016-10-29,2016-10-31,"Authorised","Traveling to Berlin :)",""
"2540f0d20d1e073ef8338baf81d3a428","Conference",2016-10-21,"Days",1,1,0,"Carolyn Kopprasch",2016-10-28,2016-10-29,2016-10-21,"Authorised","I'll be attending Creative Mornings Louisville! :) (And then probably having lunch with the team, and then driving home to Nashville (~ 3-4 hr drive). https://creativemornings.com/talks/carolyn-koppasch ",""
"d8e10ed2c067f740833470f48d852958","Vacation",2016-09-30,"Days",1,1,0,"Todd Balsley",2016-10-28,2016-10-29,2016-09-30,"Authorised","Switched days with Dave :)",""
"b33755c444c9c898fda1fa92e7f64917","Vacation",2016-09-15,"Days",12,8,0,"Kevan Lee",2016-10-29,2016-11-10,2016-09-15,"Authorised","Vacation to Las Vegas ",""
"0029a61f8c9175eb65c6c64023298f19","Vacation",2016-09-16,"Days",5,5,0,"Todd Balsley",2016-10-31,2016-11-05,2016-09-19,"Authorised","Moving to San Francisco 🏠",""
"d8e10ed2c067f740833470f48d852958","Holiday",2016-10-27,"Days",1,1,0,"Todd Balsley",2016-10-31,2016-11-01,2016-10-27,"Authorised","Bank holiday in Ireland",""
"b861ff1d40ac5222cb3c9326f435f74d","Vacation",2016-10-13,"Days",0.5,0.5,0,"Mike San Roman",2016-10-31,2016-11-01,2016-10-24,"Authorised","Flying to Lisbon in the afternoon. ",""
"b861ff1d40ac5222cb3c9326f435f74d","Holiday",2016-10-17,"Days",1,1,0,"Mike San Roman",2016-11-01,2016-11-02,2016-10-24,"Authorised","Visit family / explore Lisbon.",""
"f784adcca7a2b1034b221439f3cc3cb7","Holiday",2016-10-26,"Days",1,1,0,"Niel de la Rouviere",2016-11-01,2016-11-02,2016-10-26,"Authorised","Nov 1st is a bank holiday in Spain :)",""
"c440b7b1219e651c2e9fee9ae4ea5ae1","Holiday",2016-10-28,"Days",1,1,0,"Steven Cheng",2016-11-01,2016-11-02,2016-10-29,"Authorised","Public holiday in Spain",""
"fc5da2b0acf6e5c98207396e9edaae8d","Personal day",2016-10-21,"Days",2.5,2.5,0,"Steven Cheng",2016-11-02,2016-11-04,2016-10-23,"Authorised","Travelling with wife to help her transfer ownership of her business. Hoping to be partially available",""
"c440b7b1219e651c2e9fee9ae4ea5ae1","Personal day",2016-10-28,"Days",1,1,0,"Steven Cheng",2016-11-04,2016-11-05,2016-10-29,"Authorised","A friend of mine gets married this weekend in the south of Spain and I'd love to spend this day with him over there if it's possible :) ",""
"1b93e3f070f91d97a2c3fc8b1c2a7f8d","Vacation",2016-11-03,"Days",1,1,0,"Rodolphe Dutel",2016-11-04,2016-11-05,2016-11-17,"Authorised","Heading to Jimbaran and Uluwatu with some friends!",""
"91032d92f2a5222b0a36054ee078a361","Personal day",2016-10-24,"Days",1,1,0,"Tyler Wanlass",2016-11-04,2016-11-05,2016-10-24,"Authorised","Heya Team! My son Tom will have a super small surgery on that day and I would love to be with him and support my wife as well! Thank you so much!",""
"3a5e2d7d20f266dee1f3a2f5b84874b4","Vacation",2016-10-26,"Days",1,1,0,"Leo Widrich",2016-11-04,2016-11-05,2016-11-04,"Authorised","",""
"f4450e26b88a2b25ff27de0908f4b819","Vacation",2016-10-31,"Days",5,5,0,"Todd Balsley",2016-11-07,2016-11-12,2016-11-01,"Authorised","Vacationing in Barcelona :)",""
"47fcea40b79942741413a84dd0627c3c","Holiday",2016-11-03,"Days",1,1,0,"Niel de la Rouviere",2016-11-08,2016-11-09,2016-11-04,"Authorised","Election Day!",""
"fc5da2b0acf6e5c98207396e9edaae8d","Conference",2016-10-21,"Days",1,1,0,"Adnan Issadeen",2016-11-08,2016-11-09,2016-10-21,"Authorised","Participating as a moderator for a training event for school students",""
"89ffbe3e8828f2c073c536f63d828ef4","Holiday",2016-11-08,"Days",1,1,0,"Courtney Seiter",2016-11-08,2016-11-09,2016-11-14,"Authorised","Election Day :) ",""
"2ac2dba658c5717b534d924411f82a44","Family leave",2016-09-26,"Days",2,2,0,"Sunil Sadasivan",2016-11-08,2016-11-10,2016-09-26,"Authorised","KubeCon in Seattle",""
"e67bf2b5ad9a9865295e6fcdcb9455a1","Holiday",2016-11-03,"Days",1,1,0,"Sunil Sadasivan",2016-11-08,2016-11-09,2016-11-03,"Authorised","Election Day!",""
"74d90ded19160ce5c6f0ae272afba85e","Personal day",2016-10-18,"Days",1,1,0,"Todd Balsley",2016-11-08,2016-11-09,2016-10-18,"Authorised","Volunteering",""
"05b221cd8dd22a166ed10e22c9b0906a","Personal day",2016-11-04,"Days",1,1,0,"Sunil Sadasivan",2016-11-08,2016-11-09,2016-11-16,"Authorised","Coming back from Argentina at  around 1pm Italy time, but need to drive home and won't be there until 5-6pm. Thanks :)",""
"29e99ba245bcd3e96ef37cecaba767fb","Holiday",2016-11-04,"Days",0.5,0.5,0,"Kevan Lee",2016-11-08,2016-11-09,2016-11-04,"Authorised","Election Day ",""
"ededb2f842258f5ce3a808d11517ed4e","Holiday",2016-11-04,"Days",0.5,0.5,0,"Åsa Nyström",2016-11-08,2016-11-09,2016-11-06,"Authorised","Election Day (Half day in morning to vote)",""
"16c6bc0778f42d8564f7bf33e145967e","Holiday",2016-11-02,"Days",0.5,0.5,0,"Leo Widrich",2016-11-08,2016-11-09,2016-11-04,"Authorised","Election day :)",""
"1b93e3f070f91d97a2c3fc8b1c2a7f8d","Vacation",2016-11-03,"Days",3.5,3.5,0,"Rodolphe Dutel",2016-11-08,2016-11-12,2016-11-17,"Authorised","Excited to unwind during my last week in Bali :) Thank you!",""
"824115817fdd2011e89a9e3b5992da84","Wellness Day",2016-10-31,"Days",0.5,0.5,0,"Michael Erasmus",2016-11-09,2016-11-09,2016-10-31,"Authorised","Unsick half-day, doctor's appointment. ",""
"2ac2dba658c5717b534d924411f82a44","Vacation",2016-10-20,"Days",2,2,0,"Sunil Sadasivan",2016-11-10,2016-11-12,2016-10-20,"Authorised","Weekend in Portland, OR w/ girlfriend after KubeCOn",""
"0e2db05049d1fa69fc03950bb3b5c00c","Vacation",2016-10-25,"Days",0.5,0.5,0,"Åsa Nyström",2016-11-10,2016-11-11,2016-10-26,"Authorised","Amber has something planned for my 30th Birthday. ",""
"0e2db05049d1fa69fc03950bb3b5c00c","Vacation",2016-10-25,"Days",1,1,0,"Åsa Nyström",2016-11-11,2016-11-12,2016-10-26,"Authorised","30th Birthday Celebration",""
"0029a61f8c9175eb65c6c64023298f19","Holiday",2016-11-10,"Days",1,1,0,"Todd Balsley",2016-11-11,2016-11-12,2016-11-10,"Authorised","Veterans Day",""
"16c6bc0778f42d8564f7bf33e145967e","Holiday",2016-11-02,"Days",1,1,0,"Leo Widrich",2016-11-11,2016-11-12,2016-11-04,"Authorised","",""
"32f6c2a1ab98d7699199b3385664862d","Holiday",2016-10-17,"Days",1,1,0,"Leo Widrich",2016-11-11,2016-11-12,2016-11-04,"Authorised","",""
"1c8222869afbd2e788e3a1fa3cb76fd9","Family leave",2016-10-06,"Days",1,1,0,"Leo Widrich",2016-11-11,2016-11-12,2016-10-10,"Authorised","With all the recent thinking around using Machine Learning more at Buffer, I was hoping to attend mlconf to learn more about the current state of the art and talk to people in the industry :D http://mlconf.com/events/san-francisco-ca/",""
"2540f0d20d1e073ef8338baf81d3a428","Personal day",2016-10-21,"Days",1,1,0,"Leo Widrich",2016-11-11,2016-11-12,2016-11-04,"Authorised","Taking a personal day to travel",""
"3a5e2d7d20f266dee1f3a2f5b84874b4","Holiday",2016-10-29,"Days",1,1,0,"Leo Widrich",2016-11-11,2016-11-12,2016-11-04,"Authorised","",""
"ededb2f842258f5ce3a808d11517ed4e","Holiday",2016-11-04,"Days",1,1,0,"Åsa Nyström",2016-11-11,2016-11-12,2016-11-06,"Authorised","Veterans Day (Public Holiday)",""
"dd595960cbb1572979e783aeae31b589","Vacation",2016-09-19,"Days",11,7,0,"Patrik Ward",2016-11-11,2016-11-22,2016-09-22,"Authorised","Travelling to Kenya to see family.",""
"1a0a1ea0165fdee3ce495fcb38c71c7e","Holiday",2016-11-10,"Days",1,1,0,"Åsa Nyström",2016-11-11,2016-11-12,2016-11-10,"Authorised","Veterans Day ",""
"43943f3700666e99b0dd5e4e206823d9","Holiday",2016-09-30,"Days",1,1,0,"Åsa Nyström",2016-11-11,2016-11-12,2016-10-03,"Authorised","Veteran's Day in the U.S. - Kids will also have off this day. 😀",""
"fc5da2b0acf6e5c98207396e9edaae8d","Personal day",2016-11-11,"Days",1,1,0,"Steven Cheng",2016-11-11,2016-11-12,2016-11-11,"Authorised","Family member being sick",""
"3b1970e13a8d64feb0230dbf461f231f","Holiday",2016-11-04,"Days",1,1,0,"Katie Womersley",2016-11-11,2016-11-12,2016-11-04,"Authorised","Canadian national holiday (Remembrance Day)",""
"a7ea20db92ff37bdc2f29e4a4faf51e7","Holiday",2016-11-07,"Days",1,1,0,"Katie Womersley",2016-11-11,2016-11-12,2016-11-07,"Authorised","Veteran's Day",""
"efdf6d7453066c1017bb62d08441c5ac","Holiday",2016-11-07,"Days",1,1,0,"Katie Womersley",2016-11-11,2016-11-12,2016-11-07,"Authorised","Remembrance Day",""
"70e39b4dc74375bb29e15606ca933f0e","Holiday",2016-11-07,"Days",1,1,0,"Katie Womersley",2016-11-11,2016-11-12,2016-11-07,"Authorised","",""
"b861ff1d40ac5222cb3c9326f435f74d","Holiday",2016-10-13,"Days",0.5,0.5,0,"Mike San Roman",2016-11-11,2016-11-12,2016-10-24,"Authorised","Flight to NY for a conference. ",""
"89ffbe3e8828f2c073c536f63d828ef4","Holiday",2016-11-08,"Days",0.5,0.5,0,"Courtney Seiter",2016-11-11,2016-11-12,2016-11-14,"Authorised","Veteran's Day",""
"5ecac2f3d7e632e351852349b4863dac","Holiday",2016-11-12,"Days",1,1,0,"Katie Womersley",2016-11-14,2016-11-15,2016-11-14,"Authorised","Switching with 11 Nov 16 - Armistice day",""
"f5a43b1741460b7dab5bab3b5f9c63f2","Vacation",2016-11-07,"Days",2,2,0,"Dave O'Callaghan",2016-11-14,2016-11-16,2016-11-07,"Authorised","Sorry for the late notice! My bad here... I have a photography course booked in London on these two days.",""
"179959cd41687d05c64dc9e3eb7c7c03","Vacation",2016-11-14,"Days",1,1,0,"Ross Parmly",2016-11-14,2016-11-15,2016-11-16,"Authorised","Touring the NASA Jet Propulsion Lab",""
"89ffbe3e8828f2c073c536f63d828ef4","Wellness Day",2016-10-31,"Days",1,1,0,"Courtney Seiter",2016-11-15,2016-11-16,2016-11-01,"Authorised","",""
"2540f0d20d1e073ef8338baf81d3a428","Conference",2016-10-21,"Days",2,2,0,"Carolyn Kopprasch",2016-11-15,2016-11-17,2016-10-21,"Authorised","Lucky enough to be attending SupConf these days. :) http://supconf.supportdriven.com/ ",""
"d8e10ed2c067f740833470f48d852958","Personal day",2016-11-14,"Days",0.5,0.5,0,"Todd Balsley",2016-11-15,2016-11-16,2016-11-14,"Authorised","Half day as I worked on Sunday. Doctor's appointment",""
